,customerid,birthdate,bank_account_type,bank_name_clients_Access Bank,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank
973,8a858e5b5ca767e1015ca8a7c45543d6,43,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
974,8a858fb65b2020b2015b20ab33ab53f8,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,8a858e3d570f30bb0157146c32c418b7,24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
976,8a858fc45c21da6f015c24e1eefc34ac,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
977,8a858ec6560bc09801561eed02e71124,30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
978,8a858ee65be8d42d015bea072bee5936,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
979,8a858eb75c21a2b9015c2c44b7c361da,23,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,8a858ea35d0e2226015d0e4cd68f1947,37,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
981,8a858f6d59d116420159d25fddf45982,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
982,8a8588dc536a14130153790b5b5d7cda,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
983,8a858ffd5c8d343d015c9c30ed1b77f5,34,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
984,8a858f505b8ac45a015b8ac545bc0181,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
985,8a858f9d5668e3f101566f169e355a6b,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
986,8a858f1358b9f0740158d3834f5e7450,31,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,8a858e985885ff6d0158a07e0740204d,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
988,8a858e7d5d328208015d3409dd464483,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
989,8a858f6e5cb16eb9015cbf6316b4273f,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
990,8a858e94580afa7901581f3d9ca72ad9,36,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
991,8a858f93572e873c015746f79dc61024,40,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
992,8a858f735922163501592b85494d1ab0,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
993,8a858f9f5679951a01568d9941453c97,34,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
994,8a858f075b58beb8015b58cc08160e4e,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
995,8a858f8a5a424041015a43ca4912104e,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
996,8a858fe45cd62cbf015ce8f815230bc2,46,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
997,8a85882653bc51f50153cb3de65e73d0,36,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,8a1088a0484472eb01484669e3ce4e0b,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
999,8a858e35590808300159237c9c5446e3,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000,8a858e8e5ca1f1a8015ca2d44044627e,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1001,8a858fa85bf7d621015bf7d690b9006e,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1002,8a858ff15b8b0352015b8b110e0013a0,34,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1003,8a858ffa5ad810ff015ad82004960681,40,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1004,8a858fa3586d20e001586d3a40c3099b,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1005,8a858ed45c454c11015c4c55a35d4ce0,25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1006,8a85880353acff880153b4d53d6b45db,27,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1007,8a858900536a043401537e702ff74eac,45,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1008,8a858f5659bc0eea0159c07fa77e22e6,36,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1009,8a858f7b5ca7abe3015cab60bf2e71fb,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1010,8a858fe65675195a015679452588279c,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1011,8a8589b953bc23f70153c12434a351b9,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1012,8a858fd35bed00ef015bed49a2552f67,40,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1013,8a858f905c17123d015c177eb04038e4,29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,8a858e245c214660015c2ad957886351,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,8a858fe65675195a015679452588279c,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1016,8a858ec55ca7919d015ca821f41f2ce1,27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,8a858fa15c8ceaaa015c8d79c65f4f86,41,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1018,8a858fde56eb02280156ff40116b2641,30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1019,8a858fff5a28d297015a32c55dee456d,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1020,8a858fed5a28bf0e015a2f0aa63f38d9,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1021,8a858f54589736f40158a1b8a006728a,51,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,8a858eac5c451942015c5546798300e4,39,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1023,8a858f0a56d3ed1f0156d5959f9e31fd,36,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1024,8a858fcf5b39c3ba015b3b269d573d36,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,8a858eba5c884d2a015c95e9451335f7,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1026,8a858e875cfa37f5015cfd05416040d7,34,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,8a8588dc5384a05f015393fe59506c77,28,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1028,8a2a81a74ce8c05d014cfb32a0da1049,46,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,8a1a32fc49b632520149c3b8fdf85139,39,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1030,8a858e035693e02901569504a7cd4a8f,54,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1031,8a858e0156b782a10156d773847c2452,30,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1032,8a858e255557edfe015573d6e4223dc8,43,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1033,8a858e095aae82b7015aaf6ce0c80432,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1034,8a858ec75bfd77c4015c00bdf0a967b1,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1035,8a858e6f5cd5e874015cdf871bb30530,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1036,8a858f6e5cb16eb9015cc459b4c20f43,33,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,8a858f9f5679951a01568a490dce6d89,44,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,8a858fa158f8ee8f0158fe8c5a574064,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1039,8a858fbd5cd6054a015ce40a0d000a54,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1040,8a858eb75c21a2b9015c2a3cd3363330,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1041,8a858ee758a4dfbc0158a5b0d9db0be8,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1042,8a858f2756cec0a30156e2d4cea415a3,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1043,8a858ee0560bc077015613b7551c61f6,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1044,8a858fe55693989201569a64b99b11a1,37,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,8a858e5d57518f460157579f21843441,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1046,8a858ea35b1f6798015b1fba337d412a,56,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1047,8a85880353acff880153b92f8599568b,41,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1048,8a858f185d1daff6015d1df2460e159a,40,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1049,8a858f335c8d9723015c8da0ed2b04bf,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1050,8a85896653f0fed2015409612ce006b1,32,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1051,8a858fa154e2912f0154e772203a2dea,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1052,8a858ffc5aa39049015aa41ffcef5d1c,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1053,8a858e645654fdc4015655c79af04df0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1054,8a858f785ad67c4d015ad6c1b9f4339e,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,8a858ed45c454c11015c4e4b4559656a,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1056,8a858e5f59d133690159d21dcd085768,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,8a858ec559dbb41a0159df903f87302e,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058,8a858fe8555f401f0155736da4b20e0a,29,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1059,8a858f9a56435559015648a1594a0008,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1060,8a858e145bf81459015bfc2992285a80,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,8a858e415c20f3f8015c2107ff010c56,25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,8a858ea35c7ce42e015c7d14e11519d1,28,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1063,8a85897353d85af80153d8a56c3401b8,33,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1064,8a858f3d5add42e2015ae1a08bd806dc,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1065,8a858e6a5bfd4b54015c0dc45b31270b,39,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,8a858e615c832be8015c83f6af853b59,37,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,8a858e875c63d395015c72552f637255,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1068,8a858e9156e137c60156ff22fcad444c,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,8a858eac5c451942015c53be63956f40,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1070,8a858e135cb22031015cbf92f3be3c16,34,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1071,8a858f7c5be8dc45015be8eaadb90c0e,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1072,8a858e345bece94d015becf4b91c0882,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1073,8a85896653f0fed20154047ec0720b35,39,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1074,8a858e6a5bfd4b54015bfe4453635a92,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1075,8a858ffb5b350b52015b355b3ea542d3,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1076,8a858f6f5b3f095b015b3fb8a8e7099f,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1077,8a8589b953bc23f70153c7b5e85f25bd,33,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1078,8a858f8e59d0b8930159d10900473713,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1079,8a858f265c2187bd015c2686b0ad1782,38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,8a858e235bd971a4015bd9797df9031a,31,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081,8a858e255557edfe015558db096544c4,30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1082,8a858e2b598cba8201598e0475ff4489,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1083,8a858f30551130db01551d15af161287,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1084,8a858fda56562f8f0156646c526f10f3,43,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1085,8a858f97594ab63d0159654a74ff2b9c,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1086,8a858f0455d9feaf0155f787fdf02e2c,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1087,8a858ffd5c8d343d015c978f755b7fbe,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1088,8a858e245c214660015c270224c83207,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1089,8a858fc45c21da6f015c2792e305241e,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1090,8a858e6c5c88d145015c8b9627cd5a48,39,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1091,8a858eea5a232d51015a2452529c1455,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1092,8a858f375b493337015b4c804080216e,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1093,8a858e69566ae5b801567378795b7add,42,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1094,8a858e625c8d993a015c95e7ced318df,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,8a858e6656322b0f01564d0f26735252,36,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1096,8a858e5f5af1e7e7015af206af7b09d8,39,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1097,8a858e495cef1ef1015cef8066103757,49,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1098,8a858e285c7c7fc9015c7ce104e64a2e,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1099,8a85898a53bc15600153bed1da1525cf,28,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1100,8a858e7855113fb7015522e6b858084b,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,8a858ee55cb156e6015cb66be8d56d5f,35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1102,8a858faf5679a838015680f89d553201,32,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1103,8a858f565c3acb9d015c3e42eebe16fd,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,8a858f475b8bd761015b8c03cb5920cf,25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,8a858f235b8bf5bc015b8c24d398238b,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1106,8a85882653e2eb990153e7b4c52d2815,34,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1107,8a858f105b433879015b4367a838435d,37,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,8a858f61560bc0e501561ce4bc1a17ee,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,8a858f565c3acb9d015c3b9369bb571a,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1110,8a858e955631db4401564177c5290d69,29,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1111,8a858e2155defefd0155df91c4f63ade,43,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1112,8a8589d754a05c0a0154a48518666580,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1113,8a858f6b570f2de901572863d8bd0a9c,33,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1114,8a858f5c5bfc7082015bfcd94a2848c3,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1115,8a858f0056b7cf8e0156c10ef5725adc,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1116,8a858edb5bd936e4015bddece62633a1,29,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1117,8a858f495beda5ee015bedc9ee591a30,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1118,8a858fba5cd5feee015ce3c294891874,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,8a858fcd5bd42c30015bd43a8d6c054c,30,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,8a858e2d597cf6250159830fb43c57ac,37,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,8a858f8f5bcde0f4015bcde1dbd7002f,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1122,8a858e6f5cd5e874015ce590db62623e,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,8a858fc25baeeeff015baf446e843009,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1124,8a858f03582604ff0158260fcc730548,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1125,8a858fb95bd896cc015bd8a3d0c907df,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1126,8a81890b51d31db90151d5fd989c1dbd,34,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1127,8a858fb15b34a708015b350c4a1a58d2,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1128,8a858e395cb1d4d9015cc4deb919484a,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,8a858ef255c55fd60155d8d5a18048fb,34,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1130,8a858fca5c830943015c83ea03b96004,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1131,8a858f495a70f465015a7a2f376a4a49,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,8a858ebd590802ef01590ebd882056d6,40,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1133,8a858ffd5c8d343d015c9108df9833cc,26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,8a858f9e5a6b4fad015a6bc035af3d70,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1135,8a858f4f5511dca2015527f16c630032,30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1136,8a858f6a5d1e09b3015d28d2bea41914,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1137,8a858e475c1c2ea7015c1cedf8cd2eac,38,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1138,8a858fb65b2020b2015b2387b22b70d4,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1139,8a858e0a5668e69c015669d6d4233c13,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,8a858f025c10dbcc015c113d455932a1,35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,8a858f7d5cf9aef9015cfee1f3b171fd,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1142,8a85886e54beabf90154bf4062f42d84,34,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1143,8a858e935b496584015b5198c2b30b82,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1144,8a858fd3552c75620155394ed06d4f89,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1145,8a858eff5b393484015b3935d76e0181,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1146,8a858e605ce99f55015ceacaa29d0ba5,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1147,8a858f9f5bd99987015bd9f0e7c81fd0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148,8a858eea5a232d51015a24ed254c22de,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1149,8a858fd05bfd7d3c015c00da25930330,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1150,8a858e0e5b80bb4c015b81746a0f5481,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1151,8a858ff556236fa801562d3353964355,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,8a858f3455a0d8070155a10f5ce91063,44,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1153,8a858e475c1c2ea7015c20659af8484a,41,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1154,8a858e3e5b3ee747015b3f5c97746a87,34,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,8a858fc75cd62882015ce3990b726a9b,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,8a858fda56562f8f01565f8c6f936c46,26,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1157,8a858ee45b8c041c015b8f54f49030ed,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1158,8a85886f543912e301543dfa84bb3132,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1159,8a858f79588789bd015888469c4b2ee4,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1160,8a858ea555d9e6020155ef96851d0817,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1161,8a858edf5800e03101580744172052fc,30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1162,8a858f495a70f465015a7562d9b20ad9,39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,8a858f475c7ea023015c81ad999a0386,37,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,8a858eba5c884d2a015c91134a6222d8,29,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1165,8a858fa158d4a6c00158f545e583678b,34,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,8a858f98560bbe1101560ccaa0f8413b,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1167,8a85896653f0fed20153f755e081662f,30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1168,8a8589b953bc23f70153c19cb08a6c49,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1169,8a858ebc572e1e3a01572fa91eca67b7,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1170,8a858f4e5ca72981015ca72f23a303a3,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1171,8a858e035693e0290156b7095c00491c,44,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,8a858e065ccb8bc0015ccc9d8c2532cb,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1173,8a858e005ca7abe3015ca9c692843861,48,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,8a858f3b59eed4f10159ef4562a23e9b,48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,8a858f0f5bfd79d2015c0160587e37cf,24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1176,8a858e2d565657b1015668e28ed86029,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1177,8a858f1f5c16cb02015c1717673528c5,32,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1178,8a858e4f58b9f0b40158b9f4ff09011e,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,8a8589c1545181f3015454b4cdd9002b,39,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,8a858e955add2971015addaaea8c1d86,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1181,8a858f4d59f551120159f6865c371501,24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1182,8a858e7655072083015517c8fe5b2942,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1183,8a858e985885ff6d015888f527e12be6,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1184,8a858eb858b1a6d20158b9593d3f20db,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,8a858fcb5ca240f7015ca5f72d8c6357,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1186,8a858e5e57adcb8e0157b4dbcd455ccb,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
