,customerid,systemloanid,loannumber,loanamount,totaldue,termdays,good_bad_flag
983,8a858e7c588604a4015895a4d8541dea,301983705,14,40000.0,44000.0,30,Good
984,8a858e875c63d395015c75092d8136d9,301988469,2,10000.0,11500.0,15,Bad
985,8a858e905d41e83b015d443e540c5211,302003561,2,10000.0,13000.0,30,Good
986,8a858e9b5b47ecc1015b4810b9de1ab0,301966074,4,20000.0,24500.0,30,Good
987,8a858eb25b5d2e82015b5d35c1bb094d,301974931,7,30000.0,34500.0,30,Good
988,8a858ebb5aeb0312015aeb2fc1582084,301973899,6,20000.0,24500.0,30,Good
989,8a858ecb5bf33c30015bf4344b434718,301977547,3,10000.0,13000.0,30,Bad
990,8a858ed55c63db54015c72c0594c01f4,301970221,2,10000.0,13000.0,30,Good
991,8a858edd5c8348c4015c83b50abf26f4,301997412,2,10000.0,11500.0,15,Good
992,8a858ee0560bc077015617223d040e96,301996223,10,25000.0,27500.0,30,Good
993,8a858ee55c830000015c84c6a8681828,301977137,2,10000.0,13000.0,30,Good
994,8a858eea5a28c38d015a2e1c849c2e82,301969351,7,30000.0,34500.0,30,Good
995,8a858efe5bca0a81015bcb07db2929c0,301959380,3,10000.0,13000.0,30,Good
996,8a858f055c831d5b015c8494b1046178,301998665,3,10000.0,13000.0,30,Good
997,8a858f0e5a6171ba015a64e154820783,301962806,8,20000.0,24500.0,30,Bad
998,8a858f1f5c16cb02015c170c7755239d,302001925,4,20000.0,24500.0,30,Good
999,8a858f265c2187bd015c25ec8a997bf3,301964211,3,10000.0,13000.0,30,Good
1000,8a858f2e5c699f3a015c6d9e1364767d,301962632,2,10000.0,13000.0,30,Good
1001,8a858f305cb1ec4e015cc06c3e78725c,302001838,2,10000.0,13000.0,30,Bad
1002,8a858f375b493337015b522f73813498,301970358,4,20000.0,22250.0,15,Good
1003,8a858f3e5885ffa301588dc197775826,301988235,12,40000.0,44000.0,30,Bad
1004,8a858f515d3c8b43015d3d75e17056ac,302002813,2,10000.0,13000.0,30,Good
1005,8a858f585cf9d48b015d0415fe863a5f,301975187,2,10000.0,13000.0,30,Good
1006,8a858f605b911d60015b9a7f64f15e1f,301989898,3,10000.0,11500.0,15,Good
1007,8a858f6c570f2d660157205f16c91710,301994101,2,10000.0,13000.0,30,Good
1008,8a858f735922163501592b85494d1ab0,301992044,2,10000.0,11500.0,15,Good
1009,8a858f7d5be8748c015be8ce824c40a3,301989568,5,20000.0,22250.0,15,Good
1010,8a858f905c06a9c0015c0c75e37a5974,301996539,4,15000.0,18375.0,30,Good
1011,8a858f9b5c589341015c5905fe4f3ef8,302000493,3,10000.0,13000.0,30,Good
1012,8a858fa25bd92c20015bdce8b15b239b,301962144,3,10000.0,13000.0,30,Good
1013,8a858faf55d95d930155db6ec1274592,301968236,12,10000.0,11125.0,15,Good
1014,8a858fb4563228d201564105636c1fa9,302001678,12,20000.0,24500.0,30,Good
1015,8a858fba5cd5feee015cda6c1ed22803,301968038,2,10000.0,13000.0,30,Good
1016,8a858fc65c7e0e55015c7e18140c0551,301959120,2,10000.0,11500.0,15,Good
1017,8a858fd3552c756201553571d2fe62e3,301974455,11,50000.0,57500.0,90,Bad
1018,8a858fdc57ab280a0157add33ef337c4,301961477,7,10000.0,13000.0,30,Good
1019,8a858fed5a28bf0e015a3429dabf6bab,301980037,5,20000.0,22250.0,15,Good
1020,8a858ff25c8250c1015c8265f4c80e02,301990382,2,10000.0,13000.0,30,Good
1021,8a858fff5a28d297015a338c644f5053,301966641,5,20000.0,24500.0,30,Good
1022,8a858e045b495c30015b4a974c224cf4,301959834,3,10000.0,13000.0,30,Bad
1023,8a858e475c1c2ea7015c1c66467d14ca,301994821,2,10000.0,13000.0,30,Bad
1024,8a858ed75bb64559015bbf81e3632d56,301976566,5,20000.0,24500.0,30,Bad
1025,8a858f475c11bc72015c131399ff0768,301979219,3,10000.0,13000.0,30,Bad
1026,8a858f9d5668e3f101566a6e9722794c,301962991,10,30000.0,39000.0,60,Bad
1027,8a858fd3552c75620155525f87523b72,301993556,3,10000.0,13000.0,30,Bad
1028,8a26bd845089f1d7015090b1d6f53bad,301997559,10,20000.0,24500.0,30,Good
1029,8a85888c548fb3d501549593ea277c88,302002228,2,10000.0,13000.0,30,Bad
1030,8a8588fd53c244bc0153cda4fd4a486b,301960732,5,10000.0,11500.0,30,Good
1031,8a85895054a061920154bc6d424318e0,301992833,11,40000.0,48000.0,60,Good
1032,8a8589a453bc422d0153c79866fb760d,301990603,15,50000.0,57500.0,90,Good
1033,8a8589d8548faed501549fb0909d12b2,301964459,4,30000.0,34500.0,30,Bad
1034,8a858e0256b781d80156cba3c23c4467,301989696,6,20000.0,22250.0,15,Good
1035,8a858e0758715ccc0158716bbc9704d7,302001216,13,50000.0,55000.0,60,Good
1036,8a858e125a48129b015a4af97ed06160,301961159,8,25000.0,28750.0,30,Good
1037,8a858e1a5bd8a6ae015bd8fee0f624a8,301963561,2,20000.0,24500.0,30,Good
1038,8a858fbc5cc666c8015cc9d453ef2af3,301970828,2,10000.0,13000.0,30,Good
1039,8a858fc55d5b019b015d5b1a5eb20dec,301992268,2,10000.0,11500.0,15,Good
1040,8a858fd15b15df91015b16a9537a3cf4,302000453,7,30000.0,34500.0,30,Bad
1041,8a858fd65b80c79a015b80f0ca4d18d8,301985177,3,10000.0,13000.0,30,Good
1042,8a858fda5d37b00c015d398ba9244b9a,302001899,2,10000.0,11500.0,15,Good
1043,8a858fe5569398920156b5c197c9790d,301998383,13,40000.0,44000.0,30,Good
1044,8a858fe95c88ee44015c88f55a2301aa,301993134,2,10000.0,13000.0,30,Good
1045,8a858ff25c88461c015c88c3646d40ea,301988154,2,10000.0,11500.0,15,Good
1046,8a858ffd5c8d343d015c96dcce096a33,301985292,2,10000.0,11500.0,15,Good
1047,8a858e335c1122c5015c1187707f28ce,301998545,3,10000.0,13000.0,30,Bad
1048,8a858e6c5c88d145015c9dd6f5d21b4b,301987887,2,10000.0,11500.0,15,Bad
1049,8a858e935ba4b360015ba4e2f2810e78,301999038,4,20000.0,24500.0,30,Bad
1050,8a858f2b5bf35819015bf4754ed45734,301979072,3,10000.0,11500.0,15,Bad
1051,8a858f7e5c69a6e3015c77988b05021a,301974313,2,10000.0,13000.0,30,Bad
1052,8a858fc159db69c40159df5366b93d96,301975026,4,10000.0,13000.0,30,Bad
1053,8a76e7d443e6e97c0143ed0a1f4d5331,301975908,6,10000.0,11500.0,30,Good
1054,8a85886e541018900154117960df41f4,301992314,13,40000.0,44000.0,30,Good
1055,8a8588dd54a3ead30154bad3d2962cce,301966730,14,30000.0,34500.0,30,Good
1056,8a8588fd53c244bc0153d0a82ef81fd7,301982354,2,10000.0,13000.0,30,Good
1057,8a85893d542e18bc01542e37365c120a,301995423,7,30000.0,39000.0,60,Good
1058,8a85896f5345dcb801534ce82d2d0e99,302000535,11,40000.0,48000.0,60,Good
1059,8a8589b953bc23f70153c12434a351b9,301998547,7,30000.0,34500.0,30,Good
1060,8a858e005c2154c2015c2c44a86e0eaf,301970978,2,10000.0,13000.0,30,Good
1061,8a858e065ccb8bc0015ccca62cf83466,301970931,2,10000.0,11500.0,15,Bad
1062,8a858e185b4923b4015b537a4383609d,301981235,4,20000.0,24500.0,30,Good
1063,8a858e2155defefd0155ead8e6df411a,301963988,3,20000.0,24500.0,30,Good
1064,8a858e255557edfe015558db096544c4,301981611,8,30000.0,34500.0,30,Good
1065,8a858e395cb1d4d9015cc4deb919484a,301983390,2,10000.0,13000.0,30,Good
1066,8a858e4e5b33db76015b33f2e41c1a9c,302000523,8,30000.0,34500.0,30,Good
1067,8a858e5a5a0477db015a100e94100351,301986620,3,10000.0,13000.0,30,Bad
1068,8a858e615c832be8015c84b0c149554a,301984737,5,20000.0,24500.0,30,Good
1069,8a858e675c3fe0a1015c52ff728c13e3,301990871,2,10000.0,13000.0,30,Good
1070,8a858e6c5c88d145015c8b9627cd5a48,301973324,2,10000.0,13000.0,30,Good
1071,8a858e705b3a03c7015b3dd170625b29,302002408,3,10000.0,13000.0,30,Bad
1072,8a858e8455f96c1c0155f9d5ae7e0d97,301980120,9,30000.0,39000.0,60,Good
1073,8a858e8d5c35bc85015c376e591c637d,301969376,2,10000.0,13000.0,30,Good
1074,8a858e955631db44015636df81135c1c,301992485,4,10000.0,11500.0,15,Good
1075,8a858e9d5bfd7037015c0729a259179f,301960388,4,20000.0,24500.0,30,Good
1076,8a858ea555d9e6020155ef96851d0817,301967247,7,30000.0,34500.0,30,Good
1077,8a858eb456e0b9490157008699270938,301994043,2,10000.0,11500.0,15,Good
1078,8a858ec05a9535db015a9d60ebd114d4,301995701,10,15000.0,16125.0,15,Good
1079,8a858ec655f96b320156071dd95b4be0,301966396,9,40000.0,48000.0,60,Good
1080,8a858ed75bc9016e015bcd6b0f6b5069,302000922,6,20000.0,24500.0,30,Good
1081,8a858ee45a1e6afb015a1fb42e13541f,301984459,7,25000.0,28750.0,30,Good
1082,8a858ee755a0c84a0155b9c44fbe72c9,301976084,2,10000.0,13000.0,30,Bad
1083,8a858ef25c8393f8015c86783932595b,301966798,2,10000.0,13000.0,30,Good
1084,8a858efe5a408737015a411807b52fef,301962892,7,30000.0,34500.0,30,Good
1085,8a858f045bc9690c015bc9a82a3c19aa,301982538,4,20000.0,24500.0,30,Good
1086,8a858f0b5b5ddd79015b5dfc5b751844,301998475,2,10000.0,11500.0,15,Good
1087,8a858f165bf7b5ca015bf7b8e30e0199,301983778,3,20000.0,22250.0,15,Good
1088,8a858f215d2d2890015d30d3817d477e,302000008,2,10000.0,11500.0,15,Good
1089,8a858f265c2187bd015c254fcc445d6e,301991278,3,10000.0,13000.0,30,Good
1090,8a858f2c59b21e6e0159b36de4c1628e,301961235,4,20000.0,24500.0,30,Good
1091,8a858f2e5cd09481015cd0a05cde084c,301971711,2,10000.0,11500.0,15,Good
1092,8a858f3455a0d8070155a1276c4e1799,301997767,9,20000.0,24500.0,30,Good
1093,8a858f3e589c406101589ef73f273508,301996162,4,20000.0,24500.0,30,Bad
1094,8a858f475be98d5f015beb6a225935b9,301964364,3,10000.0,13000.0,30,Good
1095,8a858e225c404292015c4ead01420908,301978983,2,10000.0,11500.0,15,Good
1096,8a858e255557edfe01556d88b29739df,301961566,10,30000.0,39000.0,60,Bad
1097,8a858e3654e2a82401550addb6133675,301983290,12,30000.0,36000.0,60,Bad
1098,8a858e445cd56553015ce5feaf637ede,301987152,2,10000.0,11500.0,15,Good
1099,8a858e4e5b33db76015b33ebabde13b5,301974761,4,10000.0,13000.0,30,Good
1100,8a858e5b5bd99460015be783dabb272f,301980962,3,10000.0,11500.0,15,Good
1101,8a858e625c8d993a015c9d5faeb40644,301964594,2,10000.0,13000.0,30,Good
1102,8a858e64590ae200015930db55c7084a,301988872,7,20000.0,24500.0,30,Good
1103,8a858e6d5b252065015b2fdbe1cd542c,301967552,6,30000.0,34500.0,30,Good
1104,8a858e705668e16701566f6b45c03059,301993563,13,40000.0,44000.0,30,Good
1105,8a858e795b204ffc015b20a20c631a0f,301971570,4,20000.0,22250.0,15,Good
1106,8a858e875c63d395015c6ef64f313cc2,301975814,2,10000.0,12500.0,30,Good
1107,8a858e8d56b784480156bd9bd7f82e28,301978314,2,10000.0,13000.0,30,Good
1108,8a858e945bee08de015bee8f994f3026,301966248,3,15000.0,18375.0,30,Good
1109,8a858e9b560bbd6301561e50ee830cbd,301988020,12,40000.0,44000.0,30,Good
1110,8a858eb45784f9280157880bb0201fd6,301991057,12,40000.0,44000.0,30,Good
1111,8a858ec45577f83e01557f8138b426a2,302001785,11,30000.0,34500.0,30,Good
1112,8a858ece58626302015868fab7d51a64,301969149,6,10000.0,13000.0,30,Bad
1113,8a858ed55c63db54015c69710b6a0b37,301975771,2,10000.0,13000.0,30,Good
1114,8a858eda5c8863ff015c8c99ccc66fa7,301985983,2,10000.0,11500.0,15,Good
1115,8a858ee55cb156e6015cc47b68eb2533,301998708,2,10000.0,13000.0,30,Good
1116,8a858eef5554890501555f67fb433a28,302002966,12,50000.0,57500.0,90,Good
1117,8a858f0056b7cf8e0156c21e03304536,301975474,8,30000.0,34500.0,30,Good
1118,8a858f065bd31ee6015bd35984932c89,301960735,3,10000.0,11500.0,15,Good
1119,8a858f115d0e6376015d0f0cfbb13c81,301972586,2,10000.0,11500.0,15,Bad
1120,8a858f1955b1c4df0155bc7e4d2773e1,301959285,7,20000.0,24500.0,30,Good
1121,8a858f255ca276c5015ca294645c08af,301977219,3,20000.0,22250.0,15,Good
1122,8a858f2a5b3f2121015b42331f955db2,301972975,2,10000.0,11500.0,15,Good
1123,8a858f3355ae6a610155c1daebe61b76,301959853,13,40000.0,44000.0,30,Good
1124,8a858f465668e3d601568add9c6a4fe0,301967606,8,35000.0,38500.0,30,Good
1125,8a858f4b55df0f530155df6f850e26c8,301967568,5,10000.0,13000.0,30,Good
1126,8a858f535908095c01591d4192101d04,302003187,6,20000.0,24500.0,30,Good
1127,8a858f595ccb6f86015ccf6d152f4e87,301990703,2,10000.0,11500.0,15,Good
1128,8a858f615578136301557e762f974b9f,301967620,10,30000.0,34500.0,30,Good
1129,8a858f645a8ea316015a8eeb23a93384,301980972,5,20000.0,22250.0,15,Good
1130,8a858f6f5b199197015b199ea5000d84,302002468,2,10000.0,11500.0,15,Good
1131,8a858f7b5989da5401598ec5a8680cdb,301990789,2,10000.0,13000.0,30,Bad
1132,8a858f8b59e0e8980159e5bcc1e21094,301967428,7,30000.0,39000.0,60,Good
1133,8a858f99560bbe4501561ee41ef71de5,301965652,3,20000.0,24500.0,30,Good
1134,8a858f9e5a41dfd7015a41e5a0fa0665,301984959,3,10000.0,13000.0,30,Good
1135,8a858fa25bd92c20015be4e23fd81404,302000520,3,10000.0,13000.0,30,Bad
1136,8a858fa65c7d5535015c7d5ba8a106d6,301989706,3,10000.0,13000.0,30,Good
1137,8a858fad5ccb633e015ccc48d4cb3ea8,301998502,2,10000.0,11500.0,15,Good
1138,8a858fb85cc5f243015cc61fb4dd2f63,301994188,2,10000.0,13000.0,30,Good
1139,8a858fbf5b3a0b46015b3a7f3adc423f,301975114,3,10000.0,11500.0,15,Good
1140,8a858fc75cd62882015ce9fe176d7837,301999193,2,10000.0,13000.0,30,Good
1141,8a858fce5bab3591015baf92d0026db8,301969620,3,10000.0,13000.0,30,Good
1142,8a858fd75cac5e18015cb07b3ed40e81,301993874,3,10000.0,13000.0,30,Good
1143,8a858fda5ca12263015ca1a06c7f3657,301984508,2,10000.0,11500.0,15,Good
1144,8a858fe5569398920156b6f3848b4b76,302001209,2,10000.0,11500.0,15,Good
1145,8a858feb58c565cf0158cbc90faf2903,301960658,5,10000.0,13000.0,30,Good
1146,8a858ffa55ca72a50155ead217ad624e,301982066,14,10000.0,10250.0,15,Good
1147,8a8588f5542eb0d40154334e0a670186,301985209,12,40000.0,48000.0,60,Bad
1148,8a858e275b349e25015b3516dacc53a1,301975671,4,20000.0,22250.0,15,Bad
1149,8a858e6f5668e0170156746590702b81,301979217,13,20000.0,22250.0,15,Bad
1150,8a858ebd5b254c8b015b30b0a0ad33f0,301970116,2,10000.0,13000.0,30,Bad
1151,8a858f0b5ce95a85015cea02c2256301,301977236,2,10000.0,11500.0,15,Bad
1152,8a858f505c7e3a50015c7f8583ce536b,301994551,2,10000.0,13000.0,30,Bad
1153,8a858f565c3acb9d015c3b9369bb571a,301999963,2,10000.0,11500.0,15,Good
1154,8a858f5e5566567d0155690345430c02,301988966,8,30000.0,39000.0,60,Good
1155,8a858f6155781363015589cc40185843,302002285,8,15000.0,18375.0,30,Good
1156,8a858f6858860440015891d0a7824f30,301966635,9,20000.0,23000.0,30,Good
1157,8a858f6f57b9193a0157d194bbf90ec9,301984428,10,40000.0,44000.0,30,Good
1158,8a858f785c87e70a015c8836e89b39f3,301965236,2,10000.0,13000.0,30,Good
1159,8a858f7e5c69a6e3015c779b5d6c03b8,301964429,2,10000.0,13000.0,30,Good
1160,8a858f905c06a9c0015c06f14e5506fb,301964732,3,20000.0,24500.0,30,Good
1161,8a858f9d5c8779e7015c87822e4b0690,301981143,3,10000.0,11500.0,15,Good
1162,8a858fa05c111612015c117471cb30c1,301982133,2,10000.0,13000.0,30,Good
1163,8a858fa25bd92c20015be6644ca22cff,301975436,3,10000.0,13000.0,30,Good
1164,8a858fb15b34a708015b34e097fa30af,301965022,5,30000.0,38500.2,60,Good
1165,8a858fbb54ccb33c0154ce053f285f12,301998932,15,50000.0,52500.0,30,Good
1166,8a858fc75b90e6b5015b9acbaac827a2,301966922,4,10000.0,11500.0,15,Bad
1167,8a858fd55c45ba15015c547556ac771e,301988805,4,20000.0,22250.0,15,Good
1168,8a858fdb5b8094e2015b80b9c05a186f,301996339,4,20000.0,22250.0,15,Good
1169,8a858fe45cd62cbf015ce8c27bea68ef,301995766,2,10000.0,11500.0,15,Good
1170,8a858fee58d73f5f0158e2d82f3412d0,301991574,5,20000.0,24500.0,30,Good
1171,8a858ffd5c8d343d015c8dd548a95120,301993574,3,10000.0,11500.0,15,Good
1172,8a858e005c2154c2015c218a9a451516,301960306,2,10000.0,13000.0,30,Bad
1173,8a858e605ce99f55015cedf2244b175b,301990300,2,10000.0,13000.0,30,Bad
1174,8a858edb5b8210eb015b854c86cf1a6d,301973379,4,20000.0,24500.0,30,Bad
1175,8a858f1554da2c400154e25d20ae34c9,301984302,3,10000.0,13000.0,30,Bad
1176,8a858f9c56aaf37d0156b4a832543398,301967374,6,10000.0,13000.0,30,Bad
1177,8a858fd85b685607015b6ce657912f6d,301977272,5,20000.0,22250.0,15,Bad
1178,8a85882653e2eb990153ec156fa2537f,301965822,10,20000.0,24500.0,30,Good
1179,8a8588dc5384a05f01539d3773865219,301982307,8,30000.0,39000.0,60,Good
1180,8a858929535ff7a2015362423ea12578,301970884,13,20000.0,24500.0,30,Good
1181,8a85896653f0fed20154047ec0720b35,301966454,13,60000.0,68100.0,90,Good
1182,8a8589a7545186b10154757067323535,301998594,4,30000.0,34500.0,30,Good
1183,8a8589f853f100fb015409cd02170e67,301967896,6,20000.0,24500.0,30,Good
1184,8a858e0f58afbace0158cb199b892d2d,301976946,9,25000.0,28750.0,30,Good
1185,8a858e165cf9d8e3015d072f06823b83,301998978,2,10000.0,11500.0,15,Good
1186,8a858e1d5c5a460c015c5a7896251633,301977120,3,10000.0,13000.0,30,Good
1187,8a858e215ca77c7f015cab1db72d2b63,301987077,2,10000.0,11500.0,15,Good
1188,8a858e345bd96da8015bda16d32d2f3e,301971887,3,10000.0,13000.0,30,Good
1189,8a858e375bcf8394015bd371116d6fba,301958689,3,10000.0,11500.0,15,Bad
1190,8a858e3e5965340601596af74f562c45,301975979,6,20000.0,22250.0,15,Good
1191,8a858e4854d4be9d0154e1713f106e06,301975126,6,10000.0,13000.0,30,Bad
1192,8a858e5b5bd99460015be39f12b71b0a,301974141,3,10000.0,13000.0,30,Good
1193,8a858e655b903189015b903875da03da,301986090,2,10000.0,13000.0,30,Good
1194,8a858e6a5bfd4b54015c0f505e0043b5,301976308,3,10000.0,11500.0,15,Good
1195,8a858e6f5cd5e874015ce084c86e2a87,301996434,2,10000.0,11000.0,15,Good
1196,8a858e7b55deef140155e4ec2be045e7,301995472,10,30000.0,39000.0,60,Good
1197,8a858e875c63d395015c6903770b542d,302001057,3,15000.0,18375.0,30,Good
1198,8a858e8d56b784480156c0daba003ae3,301974270,3,10000.0,11500.0,15,Good
1199,8a858e945bfdb9e7015c07e29b6e24ba,302002650,4,10000.0,11500.0,15,Bad
1200,8a858e9b560bbd63015612f7790c7b4f,301988463,16,50000.0,52500.0,30,Good
1201,8a858ea4582fcdc801583f1e99c55e55,301976090,7,20000.0,24500.0,30,Good
1202,8a858eab5cf9c4c8015d094a5d9036d5,301979044,2,10000.0,13000.0,30,Good
1203,8a858eb65c3b3074015c3f96cf8c3fad,301978331,2,10000.0,13000.0,30,Good
1204,8a858ebc572e1e3a0157390426b3300f,301979259,3,10000.0,13000.0,30,Good
1205,8a858ec75bfd77c4015c03059d72473f,302001773,3,10000.0,13000.0,30,Good
1206,8a858ed55c63db54015c785fae3160ce,301990672,2,10000.0,13000.0,30,Bad
1207,8a858ede5ca210f0015ca32170645e53,301994590,3,10000.0,11125.0,15,Good
1208,8a858eee5872716901587b2be55c4193,301970938,7,30000.0,39000.0,60,Good
1209,8a858f025bd49f21015bd8590bd83fe8,301960783,2,10000.0,13000.0,30,Good
1210,8a858f505cf46e04015cf760b94b7ef5,301978263,2,10000.0,13000.0,30,Bad
1211,8a858f93572e873c0157515cbeb31187,301994697,3,10000.0,13000.0,30,Bad
1212,8a858fe35b8ba108015b8ba23e8e0143,301964785,4,20000.0,24500.0,30,Bad
1213,8a858fff5800e01e015801d5f11a5f45,301981249,14,40000.0,44000.0,30,Bad
1214,8a85882653e1a3e00153e1f8033b1233,301971439,7,40000.0,44000.0,30,Good
1215,8a8588dc536a1413015376c0e10065b2,301967466,8,30000.0,39000.0,60,Bad
1216,8a8588fd53e2e6cf0153f0a40aa33209,301964416,8,20000.0,24500.0,30,Good
1217,8a85893d53e2e2f30153f00df3e33622,301962974,16,40000.0,48000.0,60,Good
1218,8a85896653e2e18b0153eb033c3b45fd,302003726,10,30000.0,34500.0,30,Bad
1219,8a8589b953d0be470153d166c59f388e,301958567,8,20000.0,23000.0,30,Good
1220,8a858e0156b782a10156d773847c2452,301968797,13,40000.0,44000.0,30,Good
1221,8a858e045cd5b1d6015ce34aae8e63ed,301979747,2,10000.0,11500.0,15,Good
1222,8a858e0d59bbb9050159c0c33dfe4f9d,301961075,7,30000.0,39000.0,60,Good
1223,8a858e135cb22031015cbb1fe09555f4,301959907,2,10000.0,13000.0,30,Bad
1224,8a858e1d5b2510b2015b300034ae4eef,301968933,4,20000.0,24500.0,30,Good
1225,8a858e255557edfe015573d6e4223dc8,301989044,10,40000.0,48000.0,60,Bad
1226,8a858e325ac154c1015ac651913761f4,301958977,2,10000.0,11500.0,15,Bad
1227,8a858e36590808e3015946ced00e5b34,301998944,8,30000.0,39000.0,60,Good
1228,8a858e425d5c1d76015d5fd6a1004453,302003687,2,10000.0,11500.0,15,Good
1229,8a858e4b5c831f02015c839d82442fc7,301964354,2,10000.0,13000.0,30,Good
1230,8a858e585693982b01569523bc104609,301965246,12,40000.0,44000.0,30,Good
1231,8a858e5b5a80188b015a81895c596e21,301960870,4,10000.0,13000.0,30,Good
1232,8a858e655cd0642d015cd13036454516,302002145,2,10000.0,13000.0,30,Good
1233,8a858e6a5b814a98015b81925abc298e,301973366,4,20000.0,24500.0,30,Bad
1234,8a858e6d5b62e36f015b63142f1c30e8,301964940,5,20000.0,24500.0,30,Bad
1235,8a858e705668e16701567177b55b135d,301974555,13,40000.0,44000.0,30,Good
1236,8a858e875c63d395015c72a2984d79c5,301958958,2,10000.0,11500.0,15,Bad
1237,8a858e8f5d41c974015d4529ae0f1220,301996703,2,10000.0,11500.0,15,Good
1238,8a858e9b560bbd6301561ea184a0102d,301991804,8,10000.0,10750.0,15,Good
1239,8a858eac5ad81473015ad8f0682934f3,301996697,5,10000.0,13000.0,30,Good
1240,8a858eb45c11f9e4015c159f528b19ff,301973016,2,10000.0,13000.0,30,Good
1241,8a858ec6560bc09801560d9fdd577fc5,301968491,12,40000.0,44000.0,30,Good
1242,8a858eda5c8863ff015c976326e5032d,302002846,3,10000.0,13000.0,30,Good
1243,8a858edf55ca17ba0155ca8650662602,301999984,13,40000.0,44000.0,30,Good
1244,8a858ee55cb156e6015cc4b89a14412a,301998867,2,10000.0,13000.0,30,Good
1245,8a858eee58727169015873e03f24718a,301984461,15,40000.0,44000.0,30,Good
1246,8a858efa5c646292015c7398b96b4251,301975734,3,10000.0,11500.0,15,Good
1247,8a858f055c831d5b015c864e7426076e,301962682,2,10000.0,13000.0,30,Good
1248,8a858f0a5bf3716c015bf6a959052817,301974836,5,20000.0,22250.0,15,Good
1249,8a858f11594a388001595ad3f6c06395,301961303,7,10000.0,11500.0,30,Good
1250,8a858f1d5a848d2b015a84ac9d89217c,301981421,5,20000.0,22250.0,15,Good
1251,8a858f275c451af5015c4f1c17f8475c,301959038,2,10000.0,13000.0,30,Good
1252,8a858f2d5853901a01586650578e325f,301983010,12,40000.0,44000.0,30,Good
1253,8a858f365b2547f3015b32c34eed3f93,301999509,3,10000.0,11500.0,15,Good
1254,8a858f445d41ebbe015d50c105334acc,301995706,2,10000.0,11500.0,15,Good
1255,8a858f505c7e3a50015c8186327f1fc8,301960952,2,10000.0,13000.0,30,Good
1256,8a858f5d5963fbb701596945e671298c,301998600,11,40000.0,44000.0,30,Good
1257,8a858f61560bc0e501560fb03225566a,301996291,5,20000.0,22250.0,15,Good
1258,8a858f665c45930d015c50b87343345d,301991292,2,10000.0,13000.0,30,Bad
1259,8a858f735b437619015b437bf3d30bdc,301978422,3,10000.0,11500.0,15,Bad
1260,8a858f7e5c213ef4015c238dcbe76144,301975920,3,10000.0,11500.0,15,Good
1261,8a858f885adcf4e8015ae0574e911902,301981559,7,20000.0,21500.0,15,Good
1262,8a858f905c17123d015c177eb04038e4,301992736,3,10000.0,13000.0,30,Bad
1263,8a858f9c56aaf37d0156b726935e2616,301993694,13,40000.0,44000.0,30,Bad
1264,8a858fa257d8223c0157d8a5a7197d2b,301990786,9,30000.0,34500.0,30,Good
1265,8a858fa5552add5d0155536bd49343f9,301976247,22,60000.0,62700.0,30,Good
1266,8a858fae5b49223f015b49381b57146a,301967761,8,30000.0,34500.0,30,Good
1267,8a858fb45bb59c21015bc2f6ab2a4b54,302002263,4,10000.0,13000.0,30,Good
1268,8a858f0656b7820c0156bb6119ef0adc,301963717,11,40000.0,44000.0,30,Good
1269,8a858f0e5a6171ba015a664da9bd5b28,301993266,2,10000.0,13000.0,30,Bad
1270,8a858f1e5cc4bc81015cc52a8b01416f,302001044,2,10000.0,13000.0,30,Good
1271,8a858f275c451af5015c5882b88104e6,301958685,2,10000.0,13000.0,30,Good
1272,8a858f2e5c699f3a015c6e10b65607c9,301980073,2,10000.0,13000.0,30,Bad
1273,8a858f335cea21f8015cea235c6500bf,301997414,2,10000.0,13000.0,30,Good
1274,8a858f3b59eed4f10159ef24ce33295f,301966913,4,20000.0,24500.0,30,Good
1275,8a858f475b5e370c015b609c69cd4c30,301987252,2,10000.0,13000.0,30,Good
1276,8a858f545c887b44015c889b346f1575,301966761,2,10000.0,13000.0,30,Good
1277,8a858f585a6a60cc015a6a8d08ab1e9e,301961034,7,30000.0,34500.0,30,Good
1278,8a858f5e5bedf32a015bef9e533d6df6,301969451,2,10000.0,13000.0,30,Good
1279,8a858f615aa951e2015aa957a59f07db,301958511,7,30000.0,34500.0,30,Bad
1280,8a858f725b49c0c0015b4d09b3876961,302002220,3,20000.0,24500.0,30,Good
1281,8a858f79588789bd0158956c710947b1,301980551,7,15000.0,16687.5,15,Good
1282,8a858f855b626c00015b6299c72131ae,301972619,7,30000.0,34500.0,30,Good
1283,8a858f8f5bfd3cfa015c0cb3fc9139b2,301977255,3,10000.0,13000.0,30,Good
1284,8a858f97594ab63d015978ba1184389f,301982296,2,10000.0,11500.0,15,Good
1285,8a858f9d5bd44001015bd4bd9c2e2f04,301999416,3,10000.0,13000.0,30,Good
1286,8a858fa358d4a4d80158ee50ccb46401,301977340,8,30000.0,34500.0,30,Good
1287,8a858faf55d95d930155f2801baa36e7,301965289,10,30000.0,39000.0,60,Good
1288,8a858fb05d37685a015d3b62a3ec64ef,301986895,2,10000.0,11500.0,15,Good
1289,8a858fb959976ce0015998f0a628583b,301993358,8,30000.0,34500.0,30,Good
1290,8a858fc159db69c40159dbabde1a2167,301975609,7,30000.0,39000.0,60,Good
1291,8a858fc75cd62882015ceb58d8344b47,301975359,3,10000.0,11500.0,15,Good
