,customerid,systemloanid,loannumber,loanamount,totaldue,termdays
2840,8a858f685acd5951015acd609d0803c4,301929498,3,10000.0,11500.0,15
2841,8a858f725b49c0c0015b4f7c165e4827,301944317,6,20000.0,22250.0,15
2842,8a858f915cf8c38b015cf8c63c4800f6,301957620,1,10000.0,11500.0,15
2843,8a858f9a564355590156461a0da77401,301793195,5,30000.0,34400.0,30
2844,8a858f9a564355590156461a0da77401,301766372,3,20000.0,23800.0,30
2845,8a858fa25c120898015c15cdcecb5495,301926248,2,10000.0,13000.0,30
2846,8a858fa95b631878015b662ca5b446cf,301871465,1,10000.0,11500.0,15
2847,8a858fb05d2d03c8015d2e23db9d1560,301972469,1,10000.0,11500.0,15
2848,8a858fc15b68ba6a015b6cdb644f7cea,301937630,3,10000.0,11500.0,15
2849,8a858fc959cbd1500159cd3bbcf57a04,301865406,6,10000.0,11450.0,15
2850,8a858fc959cbd1500159cd3bbcf57a04,301825800,3,10000.0,11500.0,15
2851,8a858fcf558237b401558b07734101d6,301905721,8,40000.0,44000.0,30
2852,8a858fcf558237b401558b07734101d6,301814757,6,30000.0,34400.0,30
2853,8a858fd858e2f19a0158fed15f3a3806,301810683,3,10000.0,13000.0,30
2854,8a858fd858e2f19a0158fed15f3a3806,301833564,4,10000.0,13000.0,30
2855,8a858fde5668e055015669d952634806,301690985,2,10000.0,13000.0,30
2856,8a858fde5668e055015669d952634806,301828134,9,40000.0,47600.0,60
2857,8a858fde5668e055015669d952634806,301928969,12,50000.0,52500.0,30
2858,8a858fe756939bbb0156a065ee3426d1,301761202,1,10000.0,13000.0,30
2859,8a858fe756939bbb0156a065ee3426d1,301790672,3,10000.0,13000.0,30
2860,8a858ffb5b350b52015b3805c56a68d3,301857882,1,10000.0,13000.0,30
2861,8a858e0156b782a10156d90febe93799,301790722,8,30000.0,34400.0,30
2862,8a858e0156b782a10156d90febe93799,301783237,6,20000.0,23800.0,30
2863,8a858e0156b782a10156d90febe93799,301761076,4,10000.0,11500.0,15
2864,8a858e715bd3fa19015bd8374ee8611d,301951734,3,10000.0,13000.0,30
2865,8a858ec95aa84d3c015aa851aaf302d3,301923983,4,20000.0,24500.0,30
2866,8a858f585bfd6341015c02982e0b7aff,301905361,1,10000.0,13000.0,30
2867,8a858fe8586deed301586e21fcbe1254,301843874,4,10000.0,13000.0,30
2868,8a6a96044539adf801453c576ed213c4,301625476,3,10000.0,11500.0,15
2869,8a6a96044539adf801453c576ed213c4,301708763,7,20000.0,22250.0,15
2870,8a6a96044539adf801453c576ed213c4,301847469,14,15000.0,16525.0,15
2871,8a6a96044539adf801453c576ed213c4,301874067,15,40000.0,44800.0,30
2872,8a85884e548fad6501549b2ac62a44c6,301917718,3,20000.0,22250.0,15
2873,8a8588dc5384a05f01539af1485135ae,301614998,2,10000.0,13000.0,30
2874,8a8588dc5384a05f01539af1485135ae,301811267,7,30000.0,36800.0,60
2875,8a8588dc5384a05f01539af1485135ae,301630372,3,10000.0,13000.0,30
2876,8a8588fd53f1099e01540eeac7633d4c,301610711,1,5000.0,6500.0,30
2877,8a8588fd53f1099e01540eeac7633d4c,301660833,2,6000.0,6900.0,15
2878,8a85895054be35160154c4ecf44a240c,301882619,12,50000.0,52500.0,30
2879,8a85895054be35160154c4ecf44a240c,301851872,11,50000.0,52500.0,30
2880,8a85895054be35160154c4ecf44a240c,301633891,2,10000.0,13000.0,30
2881,8a85896653f0fed20153f9e6f6f27315,301796123,9,30000.0,34400.0,30
2882,8a85896653f0fed20153f9e6f6f27315,301693378,4,10000.0,12250.0,30
2883,8a85896653f0fed20153f9e6f6f27315,301627601,3,5000.0,6500.0,30
2884,8a85896653f0fed20153f9e6f6f27315,301831669,11,10000.0,12800.0,30
2885,8a8589c253ace09b0153b2009e002cba,301680794,4,20000.0,24500.0,30
2886,8a858fb65b2020b2015b20ce6d4a5e6a,301935805,3,10000.0,11500.0,15
2887,8a858fd55b1de2f3015b1e15a76017f5,301922626,3,10000.0,13000.0,30
2888,8a858fe05d421ff4015d4c5284f11359,301980697,1,10000.0,11500.0,15
2889,8a858fef570f30e501571f79fbe43bc4,301918261,8,15000.0,17250.0,30
2890,8a858fef570f30e501571f79fbe43bc4,301713144,1,10000.0,13000.0,30
2891,8a858ff554d9de480154e21a39165ddb,301624053,1,10000.0,11500.0,15
2892,8a85889853f0fbaa0153fb9927346076,301609523,1,10000.0,13000.0,30
2893,8a858e1e54e2aa5a0154e303c246237b,301952388,4,10000.0,11500.0,15
2894,8a858edd5b43cf21015b43d651cc0833,301948633,1,10000.0,13000.0,30
2895,8a858fda56562f8f01565f8c6f936c46,301873432,5,20000.0,23800.0,30
2896,8a858fda56562f8f01565f8c6f936c46,301945550,7,20000.0,24500.0,30
2897,8a390a2150ad97330150aebdd8ef7456,301754939,3,20000.0,22250.0,15
2898,8a390a2150ad97330150aebdd8ef7456,301940522,8,30000.0,34500.0,30
2899,8a858899538ddb8e01539138c80a2348,301886641,6,20000.0,23800.0,30
2900,8a858899538ddb8e01539138c80a2348,301764161,1,10000.0,13000.0,30
2901,8a8589045384bd8301539e134b745638,301854920,7,30000.0,36800.0,60
2902,8a8589045384bd8301539e134b745638,301841580,6,10000.0,11400.0,15
2903,8a8589af547ff51b01548585b4fd5a8a,301883916,12,40000.0,47600.0,60
2904,8a8589af547ff51b01548585b4fd5a8a,301643034,3,10000.0,13000.0,30
2905,8a8589af547ff51b01548585b4fd5a8a,301629540,2,10000.0,13000.0,30
2906,8a8589ec542eaa890154302eec276194,301613154,1,10000.0,11500.0,15
2907,8a8589ec542eaa890154302eec276194,301835533,6,40000.0,47600.0,60
2908,8a858e0458d4ac3d0158deee57f14d0e,301939281,6,20000.0,24500.0,30
2909,8a858e0458d4ac3d0158deee57f14d0e,301845492,4,20000.0,23800.0,30
2910,8a858e0a5668e69c01567af9d4890906,301915523,3,10000.0,13000.0,30
2911,8a858e125b1ff78f015b2100ab476269,301886546,2,10000.0,11500.0,15
2912,8a858e2d5bb55d46015bc6fa50f3384f,301890347,1,10000.0,13000.0,30
2913,8a858e3e5b1582df015b16f3bded6865,301916105,2,10000.0,11500.0,15
2914,8a858e515bf280aa015bf2ca521e26a3,301913514,1,10000.0,13000.0,30
2915,8a858e675cc6685e015cc9b6072010b5,301946097,1,10000.0,13000.0,30
2916,8a858e6f5668e01701566b0916350fbd,301707591,3,20000.0,22250.0,15
2917,8a858e6f5668e01701566b0916350fbd,301808568,9,30000.0,34400.0,30
2918,8a858e6f5668e01701566b0916350fbd,301924002,13,40000.0,44000.0,30
2919,8a858e705668e16701568ce4c9c06918,301681225,1,10000.0,11500.0,15
2920,8a858e705668e16701568ce4c9c06918,301755035,5,30000.0,32250.0,15
2921,8a858e7c588604a40158a75735995afa,301828781,5,20000.0,23800.0,30
2922,8a858e875cfa37f5015cfce9bc3a3abb,301959674,1,10000.0,11500.0,15
2923,8a858e8d56b784480156d65d90d422cb,301737165,2,10000.0,13000.0,30
2924,8a858e955add2971015ae0db3b3a00cf,301841133,1,10000.0,13000.0,30
2925,8a858e9f5b8a8db1015b8a91d6a3058c,301896113,2,10000.0,13000.0,30
2926,8a858eb95b8c2f6e015b8cb299b128a0,301945086,4,20000.0,24500.0,30
2927,8a858ec9590ad35d01592fc002540aa9,301791528,1,10000.0,13000.0,30
2928,8a858ed6557802d20155781a66d80cbc,301702541,5,20000.0,22250.0,15
2929,8a858ed6557802d20155781a66d80cbc,301684922,4,20000.0,22250.0,15
2930,8a858ed6557802d20155781a66d80cbc,301667888,3,10000.0,11500.0,15
2931,8a858ed6557802d20155781a66d80cbc,301848363,13,40000.0,44800.0,30
2932,8a858edf5c69a538015c78ef1f506bd2,301928335,1,10000.0,13000.0,30
2933,8a858ee755a0c84a0155c428789463bc,301773576,11,30000.0,34400.0,30
2934,8a858ee755a0c84a0155c428789463bc,301689974,4,15000.0,16687.5,15
2935,8a858ee755a0c84a0155c428789463bc,301746259,8,30000.0,32250.0,15
2936,8a858ef05c63d3b5015c6586a32e0c77,301924413,1,10000.0,13000.0,30
2937,8a858f085b905684015b9076e3041e25,301875798,1,10000.0,13000.0,30
2938,8a858f1554e29449015500bf86eb0ecd,301829301,2,10000.0,13000.0,30
2939,8a858f1959d168260159d213daf93761,301812160,2,10000.0,11500.0,15
2940,8a858f1959d168260159d213daf93761,301919434,6,20000.0,22250.0,15
2941,8a858f2c58dc6e680158ee00f462655f,301772195,1,10000.0,11500.0,15
2942,8a858f4e5ba5e8d3015baa225ee45742,301906622,2,10000.0,13000.0,30
2943,8a858f545908094b0159148a350904a2,301777379,1,10000.0,13000.0,30
2944,8a858f545908094b0159148a350904a2,301793498,2,10000.0,13000.0,30
2945,8a858f5e5992fa95015994d38cc67941,301794225,1,10000.0,13000.0,30
2946,8a858f61587afbaf01587c8b719c1a6e,301780068,4,20000.0,23800.0,30
2947,8a858f61587afbaf01587c8b719c1a6e,301771365,3,20000.0,21900.0,15
2948,8a858f61587afbaf01587c8b719c1a6e,301852133,9,40000.0,44800.0,30
2949,8a858f685acd5951015acd609d0803c4,301896710,2,10000.0,11500.0,15
2950,8a858f725b49c0c0015b4f7c165e4827,301877317,2,10000.0,11500.0,15
2951,8a858f7c5c58ff48015c5905513601e3,301922942,1,10000.0,13000.0,30
2952,8a858f9a564355590156461a0da77401,301700158,2,10000.0,13000.0,30
2953,8a858f9a564355590156461a0da77401,301816700,6,30000.0,34400.0,30
2954,8a858fa057e2a0a50157e2a506a70353,301747360,1,10000.0,11500.0,15
2955,8a858fa95b631878015b662ca5b446cf,301949305,6,20000.0,22250.0,15
2956,8a858fa95b631878015b662ca5b446cf,301890681,2,10000.0,11500.0,15
2957,8a858fc15b68ba6a015b6cdb644f7cea,301876120,1,10000.0,11500.0,15
2958,8a858fc959cbd1500159cd3bbcf57a04,301815087,2,10000.0,11500.0,15
2959,8a858fc959cbd1500159cd3bbcf57a04,301954766,9,15000.0,16125.0,15
2960,8a858fcf558237b401558b07734101d6,301788135,5,30000.0,36800.0,60
2961,8a858fcf558237b401558b07734101d6,301746779,2,10000.0,13000.0,30
2962,8a858fcf558237b401558b07734101d6,301774219,4,20000.0,23800.0,30
2963,8a858fd858e2f19a0158fed15f3a3806,301774031,1,10000.0,13000.0,30
2964,8a858fde5668e055015669d952634806,301705607,3,20000.0,24500.0,30
2965,8a858fde5668e055015669d952634806,301886648,11,40000.0,47600.0,60
2966,8a858fde5668e055015669d952634806,301674983,1,10000.0,11500.0,15
2967,8a858fe756939bbb0156a065ee3426d1,301833530,5,20000.0,23800.0,30
2968,8a858fe756939bbb0156a065ee3426d1,301893332,7,20000.0,24500.0,30
2969,8a858ffb5b350b52015b3805c56a68d3,301882401,2,10000.0,13000.0,30
2970,8a858e0156b782a10156d90febe93799,301745319,3,10000.0,13000.0,30
2971,8a858e0156b782a10156d90febe93799,301845032,11,30000.0,34400.0,30
2972,8a858e0156b782a10156d90febe93799,301790623,7,10000.0,11450.0,15
2973,8a858e715bd3fa19015bd8374ee8611d,301891295,1,10000.0,11500.0,15
2974,8a858ec95aa84d3c015aa851aaf302d3,301833520,1,10000.0,11500.0,15
2975,8a858f585bfd6341015c02982e0b7aff,301938054,2,10000.0,13000.0,30
2976,8a858fe8586deed301586e21fcbe1254,301799315,3,10000.0,13000.0,30
2977,8a858fe8586deed301586e21fcbe1254,301760359,1,10000.0,13000.0,30
2978,8a6a96044539adf801453c576ed213c4,301720081,8,30000.0,32250.0,15
2979,8a6a96044539adf801453c576ed213c4,301774294,11,30000.0,34400.0,30
2980,8a6a96044539adf801453c576ed213c4,301604213,1,10000.0,11500.0,15
2981,8a85884e548fad6501549b2ac62a44c6,301644663,1,10000.0,11500.0,15
2982,8a8588dc5384a05f01539af1485135ae,301886811,10,40000.0,44800.0,30
2983,8a8588dc5384a05f01539af1485135ae,301778065,6,30000.0,36800.0,60
2984,8a8588dc5384a05f01539af1485135ae,301834789,8,40000.0,47600.0,60
2985,8a8588fd53f1099e01540eeac7633d4c,301793532,5,15000.0,16675.0,15
2986,8a8588fd53f1099e01540eeac7633d4c,301939157,8,20000.0,21500.0,15
2987,8a85895054be35160154c4ecf44a240c,301759614,6,30000.0,34400.0,30
2988,8a85895054be35160154c4ecf44a240c,301832555,10,40000.0,47600.0,60
2989,8a85895054be35160154c4ecf44a240c,301811377,9,40000.0,47600.0,60
2990,8a85895054be35160154c4ecf44a240c,301706848,3,20000.0,24500.0,30
2991,8a85896653f0fed20153f9e6f6f27315,301741842,5,10000.0,12250.0,30
2992,8a85896653f0fed20153f9e6f6f27315,301615674,2,8000.0,10400.0,30
2993,8a85896653f0fed20153f9e6f6f27315,301857577,13,35000.0,39450.0,30
2994,8a8589c253ace09b0153b2009e002cba,301756210,7,30000.0,34500.0,30
2995,8a8589c253ace09b0153b2009e002cba,301949733,12,10000.0,10500.0,15
2996,8a8589c253ace09b0153b2009e002cba,301787682,9,30000.0,34400.0,30
2997,8a858e0256b781d80156c1a32a2f3369,301723618,3,20000.0,22250.0,15
2998,8a858e0256b781d80156c1a32a2f3369,301924048,14,40000.0,44000.0,30
2999,8a858e0256b781d80156c1a32a2f3369,301821664,11,40000.0,44800.0,30
3000,8a858e0256b781d80156c1a32a2f3369,301737101,4,20000.0,22250.0,15
3001,8a858e0a5668e69c01567a390d716175,301759604,2,10000.0,13000.0,30
3002,8a858e0f5577f57901558109093f578c,301878914,8,20000.0,23600.0,30
3003,8a858e0f5577f57901558109093f578c,301867298,7,20000.0,23800.0,30
3004,8a858e215ca77c7f015caa601f6e5976,301939303,1,10000.0,11500.0,15
3005,8a858e345be813ea015bea87369b2395,301896791,1,10000.0,13000.0,30
3006,8a858e4e5b66d372015b66db5e88070c,301896064,1,10000.0,11500.0,15
3007,8a858e5856b7840c0156bbd64c3e3d2f,301754287,3,20000.0,24500.0,30
3008,8a858e6656322b0f015643271cc23836,301924418,3,20000.0,24500.0,30
3009,8a858e6f5668e01701566fdae56a620c,301779630,6,20000.0,23800.0,30
3010,8a858e6f5668e01701566fdae56a620c,301741985,3,20000.0,24500.0,30
3011,8a858e6f5668e01701566fdae56a620c,301939462,10,30000.0,34500.0,30
3012,8a858e935b496584015b5791626f24f8,301862335,1,10000.0,13000.0,30
3013,8a858eaf570f3a0a01571e1288e00047,301945563,7,10000.0,12250.0,30
3014,8a858eaf570f3a0a01571e1288e00047,301737278,2,10000.0,13000.0,30
3015,8a858ec75bfd77c4015c00bdf0a967b1,301940586,2,10000.0,11500.0,15
3016,8a858edb552adcfd01553aaa3b64672b,301840289,3,10000.0,13000.0,30
3017,8a858ee0560bc07701560f6f3ba9095e,301658214,1,10000.0,13000.0,30
3018,8a858ef25c8393f8015c863b8c0549f7,301930865,1,10000.0,13000.0,30
3019,8a858eff55a090650155bca5bc8052e0,301851068,10,30000.0,34400.0,30
3020,8a858eff55a090650155bca5bc8052e0,301674699,2,10000.0,13000.0,30
3021,8a858eff55a090650155bca5bc8052e0,301890913,11,30000.0,34500.0,30
3022,8a858f0656b7820c0156bbfed27f3ba2,301762367,6,30000.0,34400.0,30
3023,8a858f0656b7820c0156bbfed27f3ba2,301752347,5,30000.0,34500.0,30
3024,8a858f0656b7820c0156bbfed27f3ba2,301924352,15,50000.0,52500.0,30
3025,8a858f0656b7820c0156bbfed27f3ba2,301899347,14,40000.0,44000.0,30
3026,8a858f0b5b5ddd79015b6151e45702f7,301865863,1,10000.0,11500.0,15
3027,8a858f155554552501555e01e57a0269,301805420,2,10000.0,13000.0,30
3028,8a858f155554552501555e01e57a0269,301935286,7,20000.0,24500.0,30
3029,8a858f30551130db01552650061e4aa6,301909868,9,30000.0,39000.0,60
3030,8a858f30551130db01552650061e4aa6,301759104,4,10000.0,13000.0,30
3031,8a858f30551130db01552650061e4aa6,301630791,1,10000.0,13000.0,30
3032,8a858f375b493337015b4c804080216e,301860538,1,10000.0,11500.0,15
3033,8a858f5e5992fa95015993bf8b2f5694,301907240,5,20000.0,24500.0,30
3034,8a858f5e5992fa95015993bf8b2f5694,301799742,1,10000.0,13000.0,30
3035,8a858f625b43c0a1015b43eff5df430b,301858757,1,10000.0,11500.0,15
3036,8a858f7e5c69a6e3015c7511442d2420,301942581,1,10000.0,11500.0,15
3037,8a858f8a558227f201558b6beb697cd8,301924016,12,30000.0,34500.0,30
3038,8a858f8a558227f201558b6beb697cd8,301911368,11,20000.0,22250.0,15
3039,8a858f8a558227f201558b6beb697cd8,301638765,1,5000.0,6500.0,30
3040,8a858fa25bd92c20015be332daa35ecf,301957190,3,20000.0,22250.0,15
3041,8a858fa55b623a05015b623bb10001c6,301918853,5,10000.0,11125.0,15
3042,8a858fa55b623a05015b623bb10001c6,301951034,7,30000.0,34500.0,30
3043,8a858faf5679a838015682738f813968,301846668,6,20000.0,23800.0,30
3044,8a858faf5679a838015682738f813968,301805147,4,10000.0,13000.0,30
3045,8a858fb65b2020b2015b2024d70705d6,301886449,1,10000.0,13000.0,30
3046,8a858fc15b68ba6a015b7fa8a4f61664,301926001,3,10000.0,13000.0,30
3047,8a858fd35b3ec939015b3ee758bd2cca,301903477,5,20000.0,22250.0,15
3048,8a858fd35b3ec939015b3ee758bd2cca,301889452,4,20000.0,22250.0,15
3049,8a858fe854ccb9610154cda3930e3ed2,301920235,8,20000.0,24500.0,30
3050,8a858e4e5b33db76015b33f2e41c1a9c,301927655,5,20000.0,22250.0,15
3051,8a858e5a5a0477db015a100e94100351,301810748,1,10000.0,13000.0,30
3052,8a858e615c832be8015c84b0c149554a,301951538,4,20000.0,24500.0,30
3053,8a858e705b3a03c7015b3dd170625b29,301958250,2,10000.0,13000.0,30
3054,8a858e8455f96c1c0155f9d5ae7e0d97,301863525,5,20000.0,23800.0,30
3055,8a858e8455f96c1c0155f9d5ae7e0d97,301768796,1,10000.0,13000.0,30
3056,8a858e955631db44015636df81135c1c,301876727,2,10000.0,11500.0,15
3057,8a858e9d5bfd7037015c0729a259179f,301943306,3,10000.0,11500.0,15
3058,8a858ea555d9e6020155ef96851d0817,301867150,5,20000.0,21900.0,15
3059,8a858ec05a9535db015a9d60ebd114d4,301889866,6,10000.0,11125.0,15
3060,8a858ec05a9535db015a9d60ebd114d4,301833505,2,10000.0,11500.0,15
3061,8a858ec05a9535db015a9d60ebd114d4,301843933,3,10000.0,11500.0,15
3062,8a858ec655f96b320156071dd95b4be0,301689524,2,10000.0,13000.0,30
3063,8a858ec655f96b320156071dd95b4be0,301755362,4,20000.0,22250.0,15
3064,8a858ed75bc9016e015bcd6b0f6b5069,301888097,1,10000.0,11500.0,15
3065,8a858ee45a1e6afb015a1fb42e13541f,301918033,5,25000.0,28750.0,30
3066,8a858ee755a0c84a0155b9c44fbe72c9,301968824,1,10000.0,13000.0,30
3067,8a858efe5a408737015a411807b52fef,301900950,5,20000.0,24500.0,30
3068,8a858f045bc9690c015bc9a82a3c19aa,301887337,1,10000.0,13000.0,30
3069,8a858f165bf7b5ca015bf7b8e30e0199,301904370,1,10000.0,11500.0,15
3070,8a858f265c2187bd015c254fcc445d6e,301916476,1,10000.0,13000.0,30
3071,8a858f2e5cd09481015cd0a05cde084c,301948116,1,10000.0,11500.0,15
3072,8a858f3455a0d8070155a1276c4e1799,301919530,7,10000.0,13000.0,30
3073,8a858f3455a0d8070155a1276c4e1799,301952975,8,10000.0,12250.0,30
3074,8a858f475be98d5f015beb6a225935b9,301897265,1,10000.0,13000.0,30
3075,8a858f5e5566567d0155690345430c02,301946120,7,20000.0,24500.0,30
3076,8a858f5e5566567d0155690345430c02,301753782,1,10000.0,13000.0,30
3077,8a858f6155781363015589cc40185843,301762608,5,20000.0,23800.0,30
3078,8a858f6155781363015589cc40185843,301750200,4,15000.0,18375.0,30
3079,8a858f6858860440015891d0a7824f30,301822497,4,10000.0,11500.0,15
3080,8a858f6858860440015891d0a7824f30,301865678,6,10000.0,12900.0,30
3081,8a858f6f57b9193a0157d194bbf90ec9,301747866,1,10000.0,11500.0,15
3082,8a858f6f57b9193a0157d194bbf90ec9,301902576,8,30000.0,39000.0,60
3083,8a858f7e5c69a6e3015c779b5d6c03b8,301927577,1,10000.0,13000.0,30
3084,8a858f9d5c8779e7015c87822e4b0690,301931342,1,10000.0,11500.0,15
3085,8a858fb15b34a708015b34e097fa30af,301896369,3,20000.0,24500.0,30
3086,8a858fbb54ccb33c0154ce053f285f12,301813775,10,40000.0,47600.0,60
3087,8a858fbb54ccb33c0154ce053f285f12,301633026,2,10000.0,11500.0,15
3088,8a858fbb54ccb33c0154ce053f285f12,301785500,9,30000.0,36800.0,60
3089,8a858fbb54ccb33c0154ce053f285f12,301754461,7,30000.0,34500.0,30
3090,8a858fc75b90e6b5015b9acbaac827a2,301877672,1,10000.0,13000.0,30
3091,8a858fdb5b8094e2015b80b9c05a186f,301921231,2,10000.0,11500.0,15
3092,8a858fee58d73f5f0158e2d82f3412d0,301914196,3,10000.0,13000.0,30
3093,8a858ffd5c8d343d015c8dd548a95120,301953504,2,10000.0,11500.0,15
3094,8a858edb5b8210eb015b854c86cf1a6d,301909635,2,10000.0,13000.0,30
3095,8a858f1554da2c400154e25d20ae34c9,301624113,1,10000.0,13000.0,30
3096,8a858f9c56aaf37d0156b4a832543398,301804819,4,10000.0,13000.0,30
3097,8a858fd85b685607015b6ce657912f6d,301897672,3,10000.0,11500.0,15
3098,8a85882653e2eb990153ec156fa2537f,301615593,1,10000.0,11500.0,15
3099,8a85882653e2eb990153ec156fa2537f,301743797,6,30000.0,32250.0,15
3100,8a8588dc5384a05f01539d3773865219,301603540,1,10000.0,13000.0,30
3101,8a8588dc5384a05f01539d3773865219,301776857,4,20000.0,23800.0,30
3102,8a858929535ff7a2015362423ea12578,301602262,1,10000.0,13000.0,30
3103,8a858929535ff7a2015362423ea12578,301897213,11,10000.0,13000.0,30
3104,8a858929535ff7a2015362423ea12578,301611422,2,10000.0,13000.0,30
3105,8a85896653f0fed20154047ec0720b35,301931911,12,50000.0,57500.0,90
3106,8a85896653f0fed20154047ec0720b35,301775178,6,30000.0,36800.0,60
3107,8a85896653f0fed20154047ec0720b35,301620044,2,10000.0,11500.0,15
3108,8a8589f853f100fb015409cd02170e67,301891309,4,15000.0,18375.0,30
3109,8a858e0f58afbace0158cb199b892d2d,301806373,3,10000.0,13000.0,30
3110,8a858e0f58afbace0158cb199b892d2d,301782291,1,10000.0,11500.0,15
3111,8a858e165cf9d8e3015d072f06823b83,301974316,1,10000.0,11500.0,15
3112,8a858e345bd96da8015bda16d32d2f3e,301923662,2,10000.0,13000.0,30
3113,8a858e3e5965340601596af74f562c45,301877873,3,10000.0,11500.0,15
3114,8a858e3e5965340601596af74f562c45,301794530,1,10000.0,11500.0,15
3115,8a858e4854d4be9d0154e1713f106e06,301884760,4,10000.0,11500.0,15
3116,8a858e655b903189015b903875da03da,301875714,1,10000.0,13000.0,30
3117,8a858e7b55deef140155e4ec2be045e7,301681839,2,10000.0,13000.0,30
3118,8a858e7b55deef140155e4ec2be045e7,301843355,7,30000.0,36800.0,60
3119,8a858e7b55deef140155e4ec2be045e7,301758838,3,10000.0,13000.0,30
3120,8a858e8d56b784480156c0daba003ae3,301944749,1,10000.0,11500.0,15
3121,8a858e9b560bbd63015612f7790c7b4f,301675772,3,20000.0,22250.0,15
3122,8a858e9b560bbd63015612f7790c7b4f,301749968,5,30000.0,32250.0,15
3123,8a858e9b560bbd63015612f7790c7b4f,301756630,6,30000.0,32250.0,15
3124,8a858e9b560bbd63015612f7790c7b4f,301794323,9,30000.0,34400.0,30
3125,8a858ea4582fcdc801583f1e99c55e55,301931268,6,10000.0,13000.0,30
3126,8a858ea4582fcdc801583f1e99c55e55,301843011,4,10000.0,11500.0,15
3127,8a858ebc572e1e3a0157390426b3300f,301916551,1,10000.0,13000.0,30
3128,8a858ede5ca210f0015ca32170645e53,301950939,2,10000.0,13000.0,30
3129,8a858eee5872716901587b2be55c4193,301761600,1,10000.0,13000.0,30
3130,8a858f025bd49f21015bd8590bd83fe8,301936760,1,10000.0,11500.0,15
3131,8a858f0656b7820c0156bb6119ef0adc,301709093,2,10000.0,13000.0,30
3132,8a858f0656b7820c0156bb6119ef0adc,301692743,1,10000.0,11500.0,15
3133,8a858f1e5cc4bc81015cc52a8b01416f,301955926,1,10000.0,13000.0,30
3134,8a858f3b59eed4f10159ef24ce33295f,301929224,3,10000.0,11500.0,15
3135,8a858f545c887b44015c889b346f1575,301931756,1,10000.0,13000.0,30
3136,8a858f585a6a60cc015a6a8d08ab1e9e,301899256,5,20000.0,24500.0,30
3137,8a858f615aa951e2015aa957a59f07db,301856396,2,10000.0,11500.0,15
3138,8a858f615aa951e2015aa957a59f07db,301890515,4,20000.0,22250.0,15
3139,8a858f79588789bd0158956c710947b1,301861530,4,15000.0,18350.0,30
3140,8a858f79588789bd0158956c710947b1,301955335,6,10000.0,11500.0,15
3141,8a858f855b626c00015b6299c72131ae,301921694,4,20000.0,22250.0,15
3142,8a858f8f5bfd3cfa015c0cb3fc9139b2,301937547,2,10000.0,13000.0,30
3143,8a858f9d5bd44001015bd4bd9c2e2f04,301931839,1,10000.0,11500.0,15
3144,8a858fa358d4a4d80158ee50ccb46401,301839561,4,20000.0,23800.0,30
3145,8a858faf55d95d930155f2801baa36e7,301936295,8,10000.0,12250.0,30
3146,8a858faf55d95d930155f2801baa36e7,301669014,2,10000.0,13000.0,30
3147,8a858faf55d95d930155f2801baa36e7,301704771,3,20000.0,24500.0,30
3148,8a858fb959976ce0015998f0a628583b,301793144,1,10000.0,11500.0,15
3149,8a858fb959976ce0015998f0a628583b,301916737,6,20000.0,24500.0,30
3150,8a858fc159db69c40159dbabde1a2167,301866064,4,20000.0,23800.0,30
3151,8a858fc75cd62882015ceb58d8344b47,301957468,2,10000.0,11500.0,15
3152,8a858fd35b5dfefb015b5e006c1300fe,301864889,1,10000.0,13000.0,30
3153,8a858fd75bb62bbe015bc4d0514c622f,301952617,3,10000.0,12500.0,30
3154,8a858fde56eb02280156ff597b3933b2,301922744,6,10000.0,13000.0,30
3155,8a858fee5d1878f4015d1884ac060cde,301966844,1,10000.0,13000.0,30
3156,8a858ff35acdd593015acddc6c7203de,301847768,2,10000.0,11500.0,15
3157,8a85889b53acd0a20153b21f8fc43a12,301920271,1,10000.0,13000.0,30
3158,8a858f9e5a41dfd7015a41e5a0fa0665,301817724,1,10000.0,11500.0,15
3159,8a858fa65c7d5535015c7d5ba8a106d6,301928853,1,10000.0,13000.0,30
3160,8a858fbf5b3a0b46015b3a7f3adc423f,301855412,1,10000.0,11500.0,15
3161,8a858fd75cac5e18015cb07b3ed40e81,301940843,1,10000.0,13000.0,30
3162,8a858feb58c565cf0158cbc90faf2903,301923553,4,10000.0,13000.0,30
3163,8a858ffa55ca72a50155ead217ad624e,301937269,12,10000.0,10500.0,15
3164,8a858ffa55ca72a50155ead217ad624e,301783048,7,40000.0,44800.0,30
3165,8a858ffa55ca72a50155ead217ad624e,301832405,8,20000.0,21800.0,15
3166,8a858ffa55ca72a50155ead217ad624e,301766974,6,30000.0,34400.0,30
3167,8a8588f5542eb0d40154334e0a670186,301624386,2,10000.0,11500.0,15
3168,8a8588f5542eb0d40154334e0a670186,301632738,3,10000.0,11500.0,15
3169,8a858e275b349e25015b3516dacc53a1,301853593,1,10000.0,11500.0,15
3170,8a858e6f5668e0170156746590702b81,301828855,9,20000.0,23800.0,30
3171,8a858e6f5668e0170156746590702b81,301732132,3,10000.0,11500.0,15
3172,8a858e6f5668e0170156746590702b81,301767684,6,20000.0,21900.0,15
3173,8a858f0b5ce95a85015cea02c2256301,301953925,1,10000.0,11500.0,15
3174,8a858fe35b8ba108015b8ba23e8e0143,301923877,3,10000.0,13000.0,30
3175,8a858fff5800e01e015801d5f11a5f45,301800839,9,30000.0,34400.0,30
