,systemloanid,loannumber,loanamount,totaldue,termdays,good_bad_flag,bank_account_type,birthdate,bank_name_clients_Access Bank,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank
1160,301984428,10,40000.0,44000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,301965236,2,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1162,301964429,2,10000.0,13000.0,30,1,2.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1163,301964732,3,20000.0,24500.0,30,1,2.0,32.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,301981143,3,10000.0,11500.0,15,1,2.0,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1165,301982133,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,301975436,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,301965022,5,30000.0,38500.2,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,301998932,15,50000.0,52500.0,30,1,3.0,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1169,301966922,4,10000.0,11500.0,15,0,2.0,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1170,301988805,4,20000.0,22250.0,15,1,2.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1171,301996339,4,20000.0,22250.0,15,1,2.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1172,301995766,2,10000.0,11500.0,15,1,2.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1173,301991574,5,20000.0,24500.0,30,1,2.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1174,301993574,3,10000.0,11500.0,15,1,2.0,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,301960306,2,10000.0,13000.0,30,0,2.0,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,301990300,2,10000.0,13000.0,30,0,2.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1177,301973379,4,20000.0,24500.0,30,0,2.0,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,301984302,3,10000.0,13000.0,30,0,2.0,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,301967374,6,10000.0,13000.0,30,0,3.0,44.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,301977272,5,20000.0,22250.0,15,0,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1181,301965822,10,20000.0,24500.0,30,1,3.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1182,301982307,8,30000.0,39000.0,60,1,3.0,33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,301970884,13,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,301966454,13,60000.0,68100.0,90,1,2.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1185,301998594,4,30000.0,34500.0,30,1,2.0,33.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,301967896,6,20000.0,24500.0,30,1,2.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1187,301976946,9,25000.0,28750.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1188,301998978,2,10000.0,11500.0,15,1,2.0,34.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,301977120,3,10000.0,13000.0,30,1,2.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1190,301987077,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,301971887,3,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1192,301958689,3,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,301975979,6,20000.0,22250.0,15,1,2.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1194,301975126,6,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,301974141,3,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1196,301986090,2,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1197,301976308,3,10000.0,11500.0,15,1,2.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1198,301996434,2,10000.0,11000.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,301995472,10,30000.0,39000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,302001057,3,15000.0,18375.0,30,1,2.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1201,301974270,3,10000.0,11500.0,15,1,3.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,302002650,4,10000.0,11500.0,15,0,2.0,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1203,301988463,16,50000.0,52500.0,30,1,3.0,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1204,301976090,7,20000.0,24500.0,30,1,3.0,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,301979044,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,301978331,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,301979259,3,10000.0,13000.0,30,1,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1208,302001773,3,10000.0,13000.0,30,1,2.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1209,301990672,2,10000.0,13000.0,30,0,2.0,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,301994590,3,10000.0,11125.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,301970938,7,30000.0,39000.0,60,1,2.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1212,301960783,2,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1213,301978263,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,301994697,3,10000.0,13000.0,30,0,2.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1215,301964785,4,20000.0,24500.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,301981249,14,40000.0,44000.0,30,0,3.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,301971439,7,40000.0,44000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,301967466,8,30000.0,39000.0,60,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,301964416,8,20000.0,24500.0,30,1,3.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1220,301962974,16,40000.0,48000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,302003726,10,30000.0,34500.0,30,0,2.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,301958567,8,20000.0,23000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,301968797,13,40000.0,44000.0,30,1,3.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,301979747,2,10000.0,11500.0,15,1,2.0,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1225,301961075,7,30000.0,39000.0,60,1,2.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1226,301959907,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,301968933,4,20000.0,24500.0,30,1,2.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1228,301989044,10,40000.0,48000.0,60,0,2.0,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1229,301958977,2,10000.0,11500.0,15,0,2.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,301998944,8,30000.0,39000.0,60,1,2.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1231,302003687,2,10000.0,11500.0,15,1,2.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1232,301964354,2,10000.0,13000.0,30,1,2.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,301965246,12,40000.0,44000.0,30,1,3.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1234,301960870,4,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1235,302002145,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,301973366,4,20000.0,24500.0,30,0,2.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1237,301964940,5,20000.0,24500.0,30,0,2.0,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1238,301974555,13,40000.0,44000.0,30,1,2.0,33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,301958958,2,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,301996703,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,301991804,8,10000.0,10750.0,15,1,3.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1242,301996697,5,10000.0,13000.0,30,1,2.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,301973016,2,10000.0,13000.0,30,1,1.0,31.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1244,301968491,12,40000.0,44000.0,30,1,3.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1245,302002846,3,10000.0,13000.0,30,1,2.0,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,301999984,13,40000.0,44000.0,30,1,3.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1247,301998867,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,301984461,15,40000.0,44000.0,30,1,2.0,42.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1249,301975734,3,10000.0,11500.0,15,1,2.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1250,301962682,2,10000.0,13000.0,30,1,2.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,301974836,5,20000.0,22250.0,15,1,2.0,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,301961303,7,10000.0,11500.0,30,1,2.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,301981421,5,20000.0,22250.0,15,1,2.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1254,301959038,2,10000.0,13000.0,30,1,2.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1255,301983010,12,40000.0,44000.0,30,1,2.0,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,301999509,3,10000.0,11500.0,15,1,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1257,301995706,2,10000.0,11500.0,15,1,2.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1258,301960952,2,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1259,301998600,11,40000.0,44000.0,30,1,2.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1260,301996291,5,20000.0,22250.0,15,1,3.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1261,301991292,2,10000.0,13000.0,30,0,2.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1262,301978422,3,10000.0,11500.0,15,0,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1263,301975920,3,10000.0,11500.0,15,1,2.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1264,301981559,7,20000.0,21500.0,15,1,2.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,301992736,3,10000.0,13000.0,30,0,2.0,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,301993694,13,40000.0,44000.0,30,0,3.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1267,301990786,9,30000.0,34500.0,30,1,3.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1268,301976247,22,60000.0,62700.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,301967761,8,30000.0,34500.0,30,1,2.0,33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,302002263,4,10000.0,13000.0,30,1,2.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1271,301963717,11,40000.0,44000.0,30,1,3.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1272,301993266,2,10000.0,13000.0,30,0,2.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1273,302001044,2,10000.0,13000.0,30,1,2.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1274,301958685,2,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,301980073,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,301997414,2,10000.0,13000.0,30,1,2.0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,301966913,4,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,301987252,2,10000.0,13000.0,30,1,2.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1279,301966761,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,301961034,7,30000.0,34500.0,30,1,2.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1281,301969451,2,10000.0,13000.0,30,1,2.0,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,301958511,7,30000.0,34500.0,30,0,2.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,302002220,3,20000.0,24500.0,30,1,2.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1284,301980551,7,15000.0,16687.5,15,1,2.0,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1285,301972619,7,30000.0,34500.0,30,1,2.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1286,301977255,3,10000.0,13000.0,30,1,2.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,301982296,2,10000.0,11500.0,15,1,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1288,301999416,3,10000.0,13000.0,30,1,2.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1289,301977340,8,30000.0,34500.0,30,1,2.0,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,301965289,10,30000.0,39000.0,60,1,3.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1291,301986895,2,10000.0,11500.0,15,1,1.0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1292,301993358,8,30000.0,34500.0,30,1,2.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1293,301975609,7,30000.0,39000.0,60,1,2.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1294,301975359,3,10000.0,11500.0,15,1,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1295,301993928,4,10000.0,13000.0,30,0,3.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,301996420,3,10000.0,13000.0,30,1,2.0,53.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1297,301976405,4,20000.0,24500.0,30,1,2.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1298,301963493,7,10000.0,13000.0,30,1,3.0,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,301984748,2,10000.0,11500.0,15,0,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1300,301993499,2,10000.0,11500.0,15,1,2.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1301,301972945,5,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,301967137,4,10000.0,12250.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1303,301999770,3,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,301989669,7,20000.0,22250.0,15,0,2.0,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1305,302002091,10,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,301970003,2,10000.0,13000.0,30,0,2.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1307,302003125,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,301982531,7,30000.0,34500.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,301971918,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,301975524,2,10000.0,11500.0,15,0,2.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1311,301963039,8,20000.0,24500.0,30,0,2.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1312,301993603,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,301993368,8,40000.0,44000.0,30,1,3.0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1314,301968642,10,40000.0,44000.0,30,1,2.0,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,301969673,8,40000.0,44000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,302002881,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,301998818,2,10000.0,13000.0,30,0,2.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1318,301965366,3,10000.0,13000.0,30,1,2.0,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1319,301965270,2,10000.0,13000.0,30,1,2.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1320,301968862,15,50000.0,52500.0,30,1,3.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1321,301994552,5,20000.0,24500.0,30,1,2.0,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1322,301959513,3,10000.0,13000.0,30,1,2.0,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1323,301959889,3,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1324,301996087,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,301992739,4,20000.0,24500.0,30,1,2.0,35.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1326,302000339,10,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,301971780,3,10000.0,13000.0,30,1,2.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1328,301983951,4,10000.0,12250.0,30,1,2.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1329,301971327,3,10000.0,13000.0,30,1,2.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1330,301970317,3,20000.0,24500.0,30,1,2.0,39.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1331,301970026,8,30000.0,39000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,301991570,8,10000.0,11500.0,15,1,3.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1333,301963405,2,10000.0,13000.0,30,1,2.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,301987288,6,10000.0,12250.0,30,1,2.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,301997264,4,20000.0,24500.0,30,1,2.0,35.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1336,301970867,5,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,301985087,3,10000.0,13000.0,30,1,3.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1338,301966981,7,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,301997975,2,10000.0,11500.0,15,1,2.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,302000194,2,10000.0,11500.0,15,1,2.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1341,301962389,7,20000.0,23000.0,30,0,2.0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1342,302001639,9,30000.0,34500.0,30,1,3.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1343,302002786,7,15000.0,16500.0,30,1,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1344,302000251,3,10000.0,13000.0,30,0,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1345,301997094,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,301973533,6,15000.0,16687.5,15,1,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1347,301972550,4,10000.0,13000.0,30,0,2.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1348,301998912,2,10000.0,13000.0,30,1,2.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1349,301971034,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,301964210,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,301967492,7,30000.0,39000.0,60,1,3.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1352,301988559,2,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1353,301996419,11,30000.0,34500.0,30,1,3.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1354,301997129,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,301991861,3,10000.0,11500.0,15,1,2.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1356,301959523,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,301993048,10,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,301977994,3,10000.0,11500.0,15,1,2.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1359,301975324,11,20000.0,22000.0,30,1,3.0,26.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1360,301985679,3,10000.0,13000.0,30,1,3.0,39.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,301966213,2,10000.0,13000.0,30,0,2.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,302001308,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,301963465,8,25000.0,28750.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,301974778,2,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,301972700,3,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,301989797,3,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,301998634,2,10000.0,13000.0,30,0,3.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
